0.000	1.894
0.753	8.182
1.505	9.167
2.258	8.106
3.011	6.591
3.763	-0.530
4.516	-1.212
5.269	-1.212
6.022	-0.909
6.774	-0.909
7.527	-0.606
8.280	-0.606
9.032	-0.455
9.785	-0.303
10.538	-0.303
11.290	-0.152
12.043	-0.227
12.796	-0.227
13.548	-0.227
14.301	0.000
15.054	0.000
15.806	0.000
16.559	0.000
17.312	-8.409
18.065	0.076
18.817	0.379
19.570	-0.152
20.323	-0.606
21.075	-0.833
21.828	-0.455
22.581	-1.061
23.333	-0.985
24.086	-0.985
24.839	-0.985
25.591	-0.985
26.344	-0.909
27.097	-0.985
27.849	-0.909
28.602	-0.985
29.355	-0.909
30.108	-0.985
30.860	-0.985
31.613	-0.985
32.366	-0.909
33.118	-1.136
33.871	-0.985
34.624	-0.985
35.376	-0.985
36.129	-0.909
36.882	-0.985
37.634	-0.985
38.387	-0.985
39.140	-0.985
39.892	-0.985
40.645	-0.985
41.398	-0.985
42.151	-0.985
42.903	-0.985
43.656	-1.061
44.409	-0.985
45.161	-0.985
45.914	-0.909
46.667	-0.909
47.419	-0.985
48.172	-0.985
48.925	-0.985
49.677	-0.985
50.430	-0.909
51.183	-0.985
51.935	-0.909
52.688	-0.985
53.441	-0.909
54.194	-0.985
54.946	-0.985
55.699	-1.212
56.452	-0.909
57.204	-0.985
57.957	-0.985
58.710	-0.909
59.462	-0.985
60.215	-0.909
60.968	-0.985
61.720	-0.909
62.473	-0.985
63.226	-0.985
63.978	-0.985
64.731	-0.909
65.484	-0.909
66.237	-0.985
66.989	-0.985
67.742	-0.985
68.495	-0.985
69.247	-0.985
70.000	-0.909
70.753	-0.985
71.505	-0.909
72.258	-1.061
73.011	-0.909
73.763	-0.985
74.516	-0.985
75.269	-0.909
76.022	-1.061
76.774	-0.985
77.527	-0.909
78.280	-0.909
79.032	-0.909
79.785	-0.985
80.538	-0.909
81.290	-0.985
82.043	-0.985
82.796	-0.985
83.548	-0.909
84.301	-0.909
85.054	-0.985
85.806	-0.985
86.559	-0.985
87.312	-0.985
88.065	-0.909
88.817	-0.909
89.570	-0.985
90.323	-0.909
91.075	-0.985
91.828	-1.061
92.581	-0.985
93.333	-0.909
94.086	-0.985
94.839	-0.909
95.591	-0.909
96.344	-0.985
97.097	-0.909
97.849	-0.985
98.602	-0.909
99.355	-0.985
100.108	-0.909
100.860	-0.985
101.613	-0.985
102.366	-0.909
103.118	-0.909
103.871	-1.061
104.624	-0.909
105.376	-0.985
106.129	-0.909
106.882	-0.985
107.634	-0.985
108.387	-0.909
109.140	-0.985
109.892	-0.909
110.645	-0.985
111.398	-0.909
112.151	-0.985
112.903	-0.985
113.656	-0.909
114.409	-0.985
115.161	-0.985
115.914	-0.909
116.667	-0.909
117.419	-0.985
118.172	-0.909
118.925	7.273
119.677	-0.455
120.430	-1.364
121.183	-1.591
121.935	-0.909
122.688	-0.985
123.441	-0.455
124.194	-0.455
124.946	-0.455
125.699	-0.530
126.452	-0.833
127.204	-0.985
127.957	-0.985
128.710	-1.061
129.462	-0.833
130.215	-0.682
130.968	-0.227
131.720	-0.455
132.473	-0.758
133.226	-0.682
133.978	-0.758
134.731	-1.061
135.484	-0.985
136.237	-0.909
